Frame_ID,Emotion
test0.jpg,angry
test1.jpg,angry
test2.jpg,surprised
test3.jpg,happy
test4.jpg,angry
test5.jpg,surprised
test6.jpg,Unknown
test7.jpg,surprised
test8.jpg,sad
test9.jpg,sad
test10.jpg,sad
test11.jpg,sad
test12.jpg,surprised
test13.jpg,angry
test14.jpg,surprised
test15.jpg,surprised
test16.jpg,surprised
test17.jpg,surprised
test18.jpg,surprised
test19.jpg,happy
test20.jpg,surprised
test21.jpg,angry
test22.jpg,angry
test23.jpg,angry
test24.jpg,angry
test25.jpg,surprised
test26.jpg,angry
test27.jpg,surprised
test28.jpg,Unknown
test29.jpg,angry
test30.jpg,angry
test31.jpg,angry
test32.jpg,surprised
test33.jpg,surprised
test34.jpg,surprised
test35.jpg,Unknown
test36.jpg,surprised
test37.jpg,angry
test38.jpg,surprised
test39.jpg,angry
test40.jpg,surprised
test41.jpg,Unknown
test42.jpg,Unknown
test43.jpg,angry
test44.jpg,angry
test45.jpg,happy
test46.jpg,happy
test47.jpg,happy
test48.jpg,happy
test49.jpg,angry
test50.jpg,surprised
test51.jpg,angry
test52.jpg,angry
test53.jpg,surprised
test54.jpg,angry
test55.jpg,surprised
test56.jpg,happy
test57.jpg,surprised
test58.jpg,happy
test59.jpg,happy
test60.jpg,surprised
test61.jpg,happy
test62.jpg,surprised
test63.jpg,surprised
test64.jpg,surprised
test65.jpg,surprised
test66.jpg,surprised
test67.jpg,happy
test68.jpg,surprised
test69.jpg,surprised
test70.jpg,angry
test71.jpg,Unknown
test72.jpg,angry
test73.jpg,angry
test74.jpg,angry
test75.jpg,angry
test76.jpg,angry
test77.jpg,Unknown
test78.jpg,Unknown
test79.jpg,surprised
test80.jpg,Unknown
test81.jpg,surprised
test82.jpg,angry
test83.jpg,angry
test84.jpg,angry
test85.jpg,angry
test86.jpg,surprised
test87.jpg,angry
test88.jpg,surprised
test89.jpg,surprised
test90.jpg,surprised
test91.jpg,surprised
test92.jpg,angry
test93.jpg,surprised
test94.jpg,happy
test95.jpg,happy
test96.jpg,angry
test97.jpg,surprised
test98.jpg,surprised
test99.jpg,angry
test100.jpg,happy
test101.jpg,angry
test102.jpg,Unknown
test103.jpg,Unknown
test104.jpg,surprised
test105.jpg,surprised
test106.jpg,angry
test107.jpg,angry
test108.jpg,happy
test109.jpg,sad
test110.jpg,surprised
test111.jpg,happy
test112.jpg,happy
test113.jpg,happy
test114.jpg,happy
test115.jpg,happy
test116.jpg,happy
test117.jpg,angry
test118.jpg,happy
test119.jpg,Unknown
test120.jpg,surprised
test121.jpg,Unknown
test122.jpg,surprised
test123.jpg,surprised
test124.jpg,surprised
test125.jpg,surprised
test126.jpg,happy
test127.jpg,happy
test128.jpg,happy
test129.jpg,surprised
test130.jpg,happy
test131.jpg,surprised
test132.jpg,happy
test133.jpg,happy
test134.jpg,happy
test135.jpg,happy
test136.jpg,Unknown
test137.jpg,happy
test138.jpg,angry
test139.jpg,surprised
test140.jpg,surprised
test141.jpg,surprised
test142.jpg,happy
test143.jpg,surprised
test144.jpg,surprised
test145.jpg,happy
test146.jpg,happy
test147.jpg,surprised
test148.jpg,angry
test149.jpg,angry
test150.jpg,angry
test151.jpg,angry
test152.jpg,angry
test153.jpg,surprised
test154.jpg,angry
test155.jpg,happy
test156.jpg,surprised
test157.jpg,happy
test158.jpg,angry
test159.jpg,surprised
test160.jpg,surprised
test161.jpg,surprised
test162.jpg,surprised
test163.jpg,surprised
test164.jpg,happy
test165.jpg,happy
test166.jpg,sad
test167.jpg,happy
test168.jpg,sad
test169.jpg,angry
test170.jpg,Unknown
test171.jpg,surprised
test172.jpg,happy
test173.jpg,surprised
test174.jpg,happy
test175.jpg,happy
test176.jpg,surprised
test177.jpg,surprised
test178.jpg,surprised
test179.jpg,Unknown
test180.jpg,Unknown
test181.jpg,surprised
test182.jpg,surprised
test183.jpg,angry
test184.jpg,surprised
test185.jpg,angry
